image_id,caption
171611,A man sailing a boat with his dog riding in front.
171611,"A man and his dog in a boat, on the water."
171611,A man and a dog fishing on a boat in a lake with two boats in the background.
212573,Two men standing at a street in the rain.
212573,A man and a woman stand under an umbrella at a street crossing on a rainy day.
89697,The man is sitting on the arm of a bench near a woman.
89697,A man and woman sitting on top of benches.
89697,this woman is sitting on a wood bench
261732,a man with a racket hits a tennis ball 
261732,"A male tennis player jumping in the air while swinging his tennis racket, on a hard surface court, with a scoreboard behind him."
261732,A man swinging a racket at a tennis ball on a tennis court.
261732,A man jumping up on a blue tennis court with a black tennis racket in his hand. 
482917,"A man relaxing at home, watching television with his dog."
409198,Man on a marked field holding a frisbee in his hand. 
409198,A man holding a frisbee prepares to throw it.
409198,A young man holding a white ball while running through a field.
409198,A man playing disk frizbe in a park.
409198,A man in a white shirt and a red hat catches a white frisbee.
491130,A man riding a snowboard on top of a snow covered slope.
491130,A man on a snowboard doing a jump 
409211,A man standing on a clay tennis court with a racquet.
409211,A man taking a swing at a tennis ball
409211,A man about to hit a tennis ball in front of a crowd
409211,A tennis player strikes the ball with his racket.
97924,Three men are pushing a horse onto the back of a horse trailer.
7816,A guy on a motorcycle with some people watching.
327306,"Skateboarder and his shadow, performing the same trick"
327306,A guy on a skate board does tricks on it 
327306,A young man skateboarding casts a shadow on the concrete.
327306,The boy is riding his skateboard outside alone.
130699,"Several men are playing sports on a field near some trees, wall, bus, and several buildings in the background."
343706,A woman holding her cell phone tucked in a wool cover.
343706,A woman has crocheted case for her iPhone. 
343706,"It is winter, and this young woman wearing her cold weaterh coat also has her Smartphone in a handknitted sleeve."
384670,A young man in a yellow shirt preparing to serve in an tennis match.
384670,A tennis player grabs an extra ball from his pocket.
368294,A woman making cigars in a factory with a pink towel on her head. 
368294,A woman wearing a pink hair towel working in a factory.
368294,A man sitting at a desk cutting up a cigar.
368294,A woman sitting with a washcloth on her head and scissors in her hands. 
368294,A woman working with a pair of scissors as she makes cigars.
466602,Small child standing on his skis in the snow. 
466602,A little girl looking down the hill with her skies.
548524,A man riding a long wave in the ocean.
523957,A guy is skateboarding through cones on a street.
220858,A boat is on the beach while two men dig in the sand in the distance.
97988,A man standing underneath a marathon sign in the grass
97988,A guy smiling while standing under a run for rights banner.
97988,A man in racing gear and number under a banner.
581317,A woman holding a small item in a field.
581317,Woman in purple shirt examines her cellphone in the open field.
581317,Woman standing in a field of grass trying to use her cell phone.
581317,Young lady standing in an open field with a cell phone in her hand.
245448,A man standing with his motorcycle outside of a repair shop.
245448,A man standing next to a motorcycle talking to several other men wearing yellow vests. 
245448,Several men stand outside around a motorcycle. 
245448,A man standing next to a parked motorcycle.
311002,A man holding a baseball bat during a baseball game.
425702,A man holding a surfboard walking on a beach next to the ocean.
425702,A man walking on the beach carrying a surfboard.
425702,A lone surfer carries his board next to the shore.
163562,The young man is holding a clear Frisbee.
163562,A man standing on a hillside next to a lake holding frisbee.
163562,A man standing by the ocean with something in his hand.
581357,Skate boarder hang time with young man appearing to streak though the air.
581357,A boy doing a mid air trick on his skateboard.
515828,A woman prepares to serve a tennis ball.
515828,A woman holding up a tennis racket during a match.
515828,A woman holding a tennis racket in her hand.
515828,A woman looks up to hit a ball in a tennis match.
515828,"A woman holding a tennis racket, playing tennis on a tennis court."
433915,The TV has two men merged together on it.
343803,A man has a frisbee in his hand and is standing up. 
343803,A young man holding a Frisbee in a throwing position.
343803,A young man playing out side with a disc.
343803,The young man in jeans is throwing a Frisbee.
253695,"A baseball player holds his glove in the air, waiting to catch a ball."
253695,A professional baseball player with his glove out.
253695,A man in white baseball uniform on a grassy field.
130826,Two men sitting next to each other on a wooden bench.
130826,An elderly man and woman sit on a bench on a busy sidewalk.
171788,A man is in action with the ball on a tennis court.
171788,"A man playing tennis, wearing black shorts and a white shirt."
171788,A man is running to hit a tennis ball.
171788,A man plays tennis on a clay court
171788,A man lunging to hit a tennis ball on a court
384808,A man taking his picture in a bathroom mirror.
384808,A man in blue shirt taking a picture in bathroom mirror.
384808,A man is taking a picture of himself in the bathroom using the mirror for a reflection.
384808,A man taking a picture of his reflection in a mirror.
7977,A young man performing tricks on a skateboard.
7977,A young man skateboarding at a public park.
7977,a boy on a skateboard at a skatepark
7977,A boy is doing a trick on his skateboard. 
270122,A man is riding a surfboard in the ocean.
