image_id,caption,new_caption
343218,A man who is playing tennis on a tennis court.,a woman who is playing tennis on a tennis court.
343218,A man standing on a tennis court holding a racquet.,a woman standing on a tennis court holding a racquet.
400573,A man biting into a doughnut with a sly look.,a woman biting into a doughnut with a sly look.
400573,A man wearing glasses eating a donut. ,a woman wearing glasses eating a donut. 
400573,there is a man wearing glasses and eating a donut,there is a woman wearing glasses and eating a donut
400573,A man wearing glasses eating a glazed donut out of doors.,a woman wearing glasses eating a glazed donut out of doors.
400573,A man taking a bite of a doughnut while wearing glasses.,a woman taking a bite of a doughnut while wearing glasses.
187585,a young man is on his skateboard doing a trick ,a young woman is on her skateboard doing a trick 
187585,A man is doing tricks on a skateboard.,a woman is doing tricks on a skateboard.
187585,A man who is riding on a skateboard.,a woman who is riding on a skateboard.
187585,a boy is riding a bowl on a skateboard,a woman is riding a bowl on a skateboard
212166,A little boy making a mess with his dinner.,a little woman making a mess with woman dinner.
212166,a small child with his fingers in his mouth and plate of food,a small child with her fingers in her mouth and plate of food
408774,a man catching a ball in the outfield during a baseball game.,a woman catching a ball in the outfield during a baseball game.
408774,A man diving for a baseball as another runs towards home plate.,a woman diving for a baseball as another runs towards home plate.
572620,A man riding a skateboard on top of a ramp.,a woman riding a skateboard on top of a ramp.
572620,A crowd looks on as a young man does a skateboard trick.,a crowd looks on as a young woman does a skateboard trick.
572620,A man on a skateboard on a ramp in front of spectators.  ,a woman on a skateboard on a ramp in front of spectators.  
572620,a man with a hat jumping a barrier with a skate board,a woman with a hat jumping a barrier with a skate board
89296,A man holding a baseball bat preparing to swing it,a woman holding a baseball bat preparing to swing it
89296,Baseball player in the cage practicing his swings,baseball player in the cage practicing woman swings
89296,A man in red jacket and shorts in a batting cage.,a woman in red jacket and shorts in a batting cage.
89296,A man gets ready to swing at a pitch during batting practice,a woman gets ready to swing at a pitch during batting practice
89296,The baseball player is practicing his swing for his favorite game.,the baseball player is practicing her swing for her favorite game.
474344,A man holds a bat while a woman watches.,a man holds a bat while a woman watches.
474344,A man is at bat ready is playing baseball while a woman watches.,a man is at bat ready is playing baseball while a woman watches.
474344,A man holding a baseball bat at a home plate.,a woman holding a baseball bat at a home plate.
474344,a man in a head band gets ready to swing a bat ,a woman in a head band gets ready to swing a bat 
474344,A man who is holding a baseball bat.,a woman who is holding a baseball bat.
15597,a male shirtless skateboarder is doing a trick,a woman shirtless skateboarder is doing a trick
15597,A man riding a skateboard on top of a cement rail.,a woman riding a skateboard on top of a cement rail.
15597,A man with a cowboy hat on doing a trick on a skateboard.,a woman with a cowboy hat on doing a trick on a skateboard.
441586,A man on a piece of equipment resembling a bicycle that has very large wheels.,a woman on a piece of equipment resembling a bicycle that has very large wheels.
441586,A man on a beech vehicle making his way thru the sand.,a woman on a beech vehicle making her way thru the sand.
441586,A man standing on a vehicle with two large wheels.,a woman standing on a vehicle with two large wheels.
531707,Four older men sitting on a wooden bench.,four older woman sitting on a wooden bench.
359677,A man riding a kiteboard over the ocean under a gray sky.,a woman riding a kiteboard over the ocean under a gray sky.
359677,A kite surfer gets high in the air while his kite is out of the picture frame.,a kite surfer gets high in the air while her kite is out of the picture frame.
359677,A man is above the water enjoying some skiing. ,a woman is above the water enjoying some skiing. 
359677,A man holding on to a para sail handle being lifted into the air over the ocean.,a woman holding on to a para sail handle being lifted into the air over the ocean.
195842,a man plays Wii Sports boxing in a very messy living room,a woman plays wii sports boxing in a very messy living room
425221,A man waits in an airport terminal as planes take-off.,a woman waits in an airport terminal as planes take-off.
515350,A man riding a wave on top of a surfboard.,a woman riding a wave on top of a surfboard.
15660,there is a man on a surf board in the ocean ,there is a woman on a surf board in the ocean 
15660,a man out in the water next to his surfboard watching some kites,a woman out in the water next to her surfboard watching some kites
15660,A man para glides in the water while others do so nearby.,a woman para glides in the water while others do so nearby.
163118,The two men are jumping to get the frisbee.,the two woman are jumping to get the frisbee.
163118,Two young men playing a game of frisbee.,two young woman playing a game of frisbee.
163118,Two men playing frisbe on an indoor court.,two woman playing frisbe on an indoor court.
122166,The cars are travelling behind the guy on the bicycle,the cars are travelling behind the woman on the bicycle
326970,A man and two women sitting on a tan ledge.,a man and two women sitting on a tan ledge.
458045,Little boys playing on a baseball field in baseball uniforms. ,little woman playing on a baseball field in baseball uniforms. 
458045,A young boy swings a bat during a children's baseball game.,a young woman swings a bat during a children's baseball game.
