image_id,id,caption,female_indicator,male_indicator
261888,797389,a couple of people that are biking down a road,0,0
261888,798919,A bike with horses in background of the rider,0,0
261888,800197,A bicyclist waiting in the roadway until two horses pass.,0,0
261888,801820,A biker stands on a path as horses follow.,0,0
261888,803818,a bicyclist rests on a bike on an empty highway with two horses walking alone up the street ,0,0
450303,632557,A group of people sitting around a table in front of computers.,0,0
450303,633763,Small group using laptops and headphones in a classroom.,0,0
450303,635812,The group is working together each with a laptop.,0,0
450303,636193,Several students sit at a conference table with their laptops.,0,0
450303,636484,A number of people around a large table working on laptop computers.,0,0
65288,413821,A yellow and green object with a brown bird perched on top of it.,0,0
65288,416407,A small bird sitting on a chair by a table.,0,0
65288,418903,Little birds on the back of chairs at an outdoor restaurant ,0,0
65288,420022,A bird is perched on the back of a chair.,0,0
65288,420658,Some very pretty yellow furniture near a busy street.,0,0
130826,171485,Two men sitting next to each other on a wooden bench.,0,1
130826,185306,two elder people sit on a bench on a bus street,0,0
130826,186284,An elderly man and woman sit on a bench on a busy sidewalk.,1,1
130826,193295,an older couple sitting on a bench talking ,0,0
130826,193826,An older couple sitting on a public bench in a city.,0,0
171788,125279,A man is in action with the ball on a tennis court.,0,1
171788,125477,"A man playing tennis, wearing black shorts and a white shirt.",0,1
171788,127376,A man is running to hit a tennis ball.,0,1
171788,127781,A man plays tennis on a clay court,0,1
171788,128816,A man lunging to hit a tennis ball on a court,0,1
507667,111242,A map of the Boston subway printed on a statue of a cow.,0,0
507667,115364,A bull painted with a map sits on the sidewalk. ,0,0
507667,120488,The cow has a map drawn on it.,0,0
507667,131246,A statue of a cow with a subway map on its side.,0,0
507667,131876,Subway map art cow sculpture on the sidewalk,0,0
302882,555169,a white male taking pictures with his cellphone,0,1
302882,555655,A man takes a black and white selfie with a phone. ,0,1
302882,557845,The man is taking a photo of him self with his cellphone. ,0,1
302882,558310,A man is taking a selfie using a mirror.,0,1
302882,559186,A man who is taking a picture with his cell phone.,0,1
286503,322217,An elephant standing next to a stone in a cage.,0,0
286503,322778,An elephant playing with a sack handing from a concrete structure.,0,0
286503,324617,An elephant reaching for a ball hanging above it.,0,0
286503,325661,An elephant eating something from a hanging net.,0,0
286503,327485,an elephan standing around next to some people ,0,0
384808,585404,A man taking his picture in a bathroom mirror.,0,1
384808,587903,A man in blue shirt taking a picture in bathroom mirror.,0,1
384808,591209,A man is taking a picture of himself in the bathroom using the mirror for a reflection.,0,1
384808,592223,A man taking a picture of his reflection in a mirror.,0,1
384808,595571,A bathroom sink sitting under a bathroom mirror.,0,0
7977,347,A young man performing tricks on a skateboard.,0,1
7977,2366,A young man skateboarding at a public park.,0,1
7977,2753,A teenager is doing a wheelie on a skateboard.,0,0
7977,3833,a boy on a skateboard at a skatepark,0,1
7977,5288,A boy is doing a trick on his skateboard. ,0,1
270122,360863,Waves crashing on the shore with a surfer in the midst,0,0
270122,361442,A surfer is mostly obscured by wave foam.,0,0
270122,361736,A person on a surfboard in the water.,0,0
270122,362006,A man is riding a surfboard in the ocean.,0,1
270122,364436,A surfer in the middle of two waves that have crested,0,0
180011,96667,"Four young giraffes in a zoo, with one of them being fed leaves by a person",0,0
180011,100093,A man is offering leaves to four giraffes.,0,1
180011,104992,a close up of four giraffes next to a man ,0,1
180011,109897,A man feeding four giraffes grass and leaves.,0,1
180011,110368,A boy feeding four giraffes at a zoo from his hand,0,1
294695,180909,two girls walk off the windy beach while a kite flies overhead,1,0
294695,181884,A couple of beautiful women walking on a beach under a kite.,1,0
294695,182013,There are 2 girls walking on the beach and a kite in the sky.,1,0
294695,183330,People on a beach with a colored windsock and American flag colored windsocks.,0,0
294695,184017,Two women leaving a beach with kites flying in the background.,1,0
253742,716549,A woman standing next to a herd of animals.,1,0
253742,720035,a woman holding an umbrella at the park,1,0
253742,723161,A woman standing in the rain with an umbrella with a herd of deer behind her.,1,0
253742,724892,On a rainy day at the zoo umbrellas are frequently seen.,0,0
253742,726827,Several people holding umbrellas and standing next to deer.,0,0
122672,447831,A guy on a surf board in the water.,0,1
122672,449154,A downward picture of a surfer catching a wave.,0,0
122672,451140,A man is riding a surfboard through a wave.,0,1
122672,453387,An over head shot of a young person surfing on a surfboard. ,0,0
122672,821696,A man surfing on a surfboard in the ocean.,0,1
376625,747557,An old passenger trolley is on the street.,0,0
376625,747620,Trolly in the middle of the city next to people.,0,0
376625,748825,The rail trolley is driving in front of other automobiles. ,0,0
376625,749374,A rail car that is next to a building.,0,0
376625,751654,The trolley car runs up and down the street on train rails.,0,0
540466,289791,A woman is walking and carrying an umbrella over her head.,1,0
540466,291507,A person standing with umbrella in front of wall.,0,0
540466,293433,A girl walking a path holding an orange umbrella.,1,0
540466,295800,A woman stands in a garden holding an umbrella.,1,0
540466,296079,A woman walking by a fence holding an orange umbrella over her,1,0
442161,678756,Three people pose for a picture while drinking wine,0,0
442161,680547,Three individuals are at a restaurant and drinking wine.,0,0
442161,681270,Three people standing around drinking wine together ,0,0
442161,682458,three people pose with wineglasses held up to their faces,0,0
442161,686694,A group of people tasting wine at a bar. ,0,0
565045,316449,Blue bathroom with two white towels hanging by the shower.,0,0
565045,317172,A shower stall with bath robes hanging on the wall. ,0,0
565045,317697,Two towels are hanging on the wall beside a shower door.,0,0
565045,323259,A child next to a standing shower in a blue bathroom.,0,0
565045,329685,A shower in a person's bathroom in their home.,0,0
40757,614270,A young boy laying in bed with a pacifier in his mouth,0,1
40757,618794,A child is landing on a shallow pillow.,0,0
40757,619868,A child laying on a bed with a white pillow.,0,0
40757,621992,a small childi is laying in a bed,0,0
40757,624503,A young child with a pacifier lying down in his bed,0,0
163640,307125,A man holding a piece of food by a string.,0,1
163640,307401,A couple of men standing in front of a building.,0,1
163640,308358,Two men ordering food from a small outside restaurant.,0,1
163640,310149,Two men getting food at an outside restaurant.,0,1
163640,311802,"A man has stick, which is holding some bread, between his fingers.",0,1
32570,220769,A man riding a wave on top of a white surfboard.,0,1
32570,249407,A photo inside and ocean wave looking at a person on a surfboard.,0,0
32570,251894,A crashing wave is about to close in on a surfer.  ,0,0
32570,252089,A man riding a wave on a surf board.,0,1
32570,252179,A man on a surfboard inside a large wave.,0,1
286523,761959,A man talking on his cell phone with his other hand in his ear.,0,1
286523,763663, a man talking on a cell phone outside of a fast food place,0,1
286523,763909,The man is listening on his cell phone,0,1
286523,764374,A man on a cellphone sticking his finger in his ear.,0,1
286523,766666,The man in a red hat is listening on his cell phone. ,0,1
433980,274734,A woman taking a selfie with a mobile phone.,1,0
433980,283272,There is a woman taking a photo of herself in the mirror,1,0
433980,285534,A woman holding a cell phone with both hands.,1,0
433980,401922,a woman holding up a phone to take a picture of herself in a mirror,1,0
433980,405306,A photo of a woman that she took of herself.,1,0
73533,773015,Two young boys sitting on a bench texting on their cell phones.,0,1
73533,775409,Two little boys holding cell phones in their hands.,0,1
73533,775892,a couple of kids in yellow shirts are sitting together,0,0
73533,778205,Two boys in yellow shirts looking at cell phones,0,1
73533,781955,A few boys read comic books together outside,0,1
57150,364859,Little girl holding up a big stuffed animal with other children in background.,1,0
57150,365933,A girl in plain dress standing next to a white teddy bear.,1,0
57150,368378,Two girls are holding a huge stuffed bear near a crowd of kids.,1,0
57150,369767,Two girls with a large white teddy bear.,1,0
57150,370574,Two young children holding a large teddy bear.,0,0
212800,222215,A crowd of people riding on the back of a red and white boat.,0,0
212800,243932,A small boat traveling in the water filled with people holding umbrellas.,0,0
212800,250049,A boat filled with many people all holding open umbrellas.,0,0
212800,252908,A boat in the water full of people holding umbrellas.,0,0
212800,253637,Several people holding umbrella's riding in a boat.,0,0
139077,689338,A young boy holding a Nintendo Wii game controller.,0,1
